Comments,Class0,Class1,Class2,Class3,Class4,Class5
মেয়েটা নরমাল ড্রেস পরলেই এত ঝামেলা হইতো না,0,0,0,0,1,0
এই  ই মাগির ভুধার খাইজ উটছে সবাই চুদে দাউ,0,0,0,1,0,0
সেক্স কোন একমুখী বিষয় নয়,0,0,0,0,0,1
শালী মিথ্যাবাদী প্রায় সংবাদ মিথ্যা উপস্থাপন করে থাকে,1,0,0,0,0,0
বেয়াদবদের কপালে অনেক দুঃখ থাকে,0,0,0,0,0,1
ম্যাডাম আপনি কোন জেলার আমার পছন্দ বরিশালের সুন্দরী সেক্সি মেয়ে,1,0,0,0,0,0
এই জন্যই ইসলাম ধর্ম দুই বিয়ের অনুমোদন দেয় আপনার উচিত আপনার সঙ্গীকে বলার আরেকটা বিয়ে করার,0,1,0,0,0,0
তোমাদের নারীদের স্বাধীনতার দাবিতে রাস্তায় আন্দোলন করাটাই নারীদের ক্ষতির কারণ হয়ে দাঁড়ায়  ,0,1,0,0,0,0
সরলমনা বৈশিষ্ট্যের নারীদের অবৈধ সম্পর্কের কল্পনাও তাদের অন্তরে থাকে না,0,0,0,0,0,1
তুকে ক্ষমা না মন চাই ইচ্চা মত চুদে দিতে মাগি ঘরের মাগি,0,0,0,1,0,0
এখানকার মেয়েরা পুরুষের বিনয়বোধ  ভদ্রতা কিংবা সৃজনশীলতার চাইতে অর্থবল ও বাহুবলকে বেশি গুরুত্ব দেয়,0,1,0,0,0,0
মাগী জদি কাছে পাইতাম জুতা মার তে মার তে মাইরা হালাইতাম,0,0,0,1,0,0
সন্ধ্যা হয়ে গেলে এরপর মেয়েদের বাসা থেকে বের হতে দেওয়া ঠিক না ,0,1,0,0,0,0
রানুর মেয়ে লোভি শয়তান,1,0,0,0,0,0
মেয়ে মানুষ সবসময় চুপচাপ করে থাকবেন  ,0,1,0,0,0,0
আরে খানিক মাগি তর কি জগ্যোতা তুই আবার মাদার তেরেশা কথা বলসিস খানকি মাগি তর দুদ কে টেনে ছিরে দিব,0,0,0,1,0,0
খানকির মাগির বুদায় বাশ দিয়ে দারনো উচিত,0,0,0,1,0,0
বিশ্ববিদ্যালয়ে পড়লেই তাকে শিক্ষিত বলা চলে না,0,0,0,0,0,1
তুই একটা নোংরা মেয়ে,1,0,0,0,0,0
দেখ তো কেমন লাগে,0,0,0,0,0,1
সালিকে জতাপিটা করেন,1,0,0,0,0,0
বোন আপনি যদি মুসলিম হন ইসলামী আদর্শ অনুযায়ী চললে তাহলে ৯৯  আজকে এই সম্যাসায় পরতেন না ,0,1,0,0,0,0
বিকিনিতে তোমাকে দেখার জন্য আমরা বসে আছি,0,0,0,0,1,0
এই সমস্যাটা খোলামেলা নারীরা বেশি ফেস করে  ,0,1,0,0,0,0
বোরখা পরে প্রেম করে,0,1,0,0,0,0
অনেক সুন্দর নাটক,0,0,0,0,0,1
আমার মতে আপনি পর্দা অবস্থায় থাকলে আপনার সাথে এমন টা হইতো না,0,1,0,0,0,0
সমাজ থেকে দুর হও কদর্য  হিজাব  তুমি নারীর সৌন্দর্য  ,0,1,0,0,0,0
মহিলাদের রাস্তার মাঝ দিয়ে চলা যাবে না,0,0,0,0,1,0
তাহলে বাংলাদেশে চারটি করে বিয়ে করার আদেশ করা হোক,0,0,0,0,0,1
এ মেয়েটি নাস্তিক,1,0,0,0,0,0
এই শালি ভিখারি দের কিছূ টাকা হলে এই রকম ই হয়,1,0,0,0,0,0
তোদের এসব পাহাড় পর্বত দেখার পর তোমরাই তো বলবা পুরুষত্বহীন যদিও আমাদের দণ্ড না দাঁড়ায় ,0,1,0,0,0,0
সালির পুত তুই না বললিঅপু বিয়া করবো কত সুন্দর তার সামি টাইটেল দেচ একটা আর বিডিও অন্যটাসুয়ার,1,0,0,0,0,0
আমার বয়স ৩৩ আমি সেক্স ছাড়া মনে হয় এক ঘন্টা একদিন হয় এক সেকেন্ডও চলতে পারব না কল্পনা ও করতে পারিনা,0,0,0,0,0,1
নারিতন্ত্রের কারনে দেশ আজ বেহাল পরিবেস ,0,1,0,0,0,0
কর্মক্ষেত্রে হলে সেটা হয়রানি আর রাতের বেলায় ভিডিও কলে বেড়া দের সাউয়া দেখানি কি  ,1,0,0,0,0,0
কে কে লাল লাল জাম্বুরা খেতে চাস,0,0,0,0,1,0
এরপর কোথাও গেলে দুধ দুইটা ব্রা দিয়া ওরনার নিচে ভাল করে ঢেকে বের হবি ছেলেদের দুধ চাপা দিয়া মারিস না,1,0,0,0,0,0
তর মার বিতর হানদায়া দিমু,0,0,0,1,0,0
তোরা নিজে নিজেরে কি ভাবিস বলতো নিজেদের কোন মার্কেট আছে যে বালের যে নায়েকা সে আবার বিচারক ,1,0,0,0,0,0
রানুর মে লুবি ওকে রানুর কাছে আসতে ছেনো না দেয়া বিকারি মাকে পরিচয় দিতে লজা লালো আজ মিডিআর পদায় দেখেমাকে দরোদ বেবে পরছে লুবি মে টাকা হাতাতে আসছে ওমার লাথি মেরে বের কোরে ধেক মিডিআর লোকেরা রানুর মেএকে জাদেখে কুলাগার ছেলে মে সিখা পয়া রানুর মেএর মুখে থুথু আর কুকুরের গু মাখি বজাত মে লাথিমেরে বের করে ধেক ছালমান খান আর হিমেস মিডিআ থেকে ওমেএকে বজাতমে ঐ ছেলে দুটো ভালো বলে ওকে কিছু বলোনা ওন্নকোনো ছেলে হলে ওকে ছিরে খেতো,1,0,0,0,0,0
মেয়ে মানেই তো বোকা,0,1,0,0,0,0
গলায় দড়ি দিয়ে মর তুই যেমন মেয়ে এর চেয়ে বেশি আর কিছু তো করতে পারবিনা ,0,1,0,0,0,0
মহিলাদের শালীন পোশাক পড়ার বিষয়ে কঠোর আইন হয়া উচিৎ,0,0,0,0,1,0
